,phenomenonTime,phenomenonTimeAccuracy,result,resultAccuracy,resultMethod,approvals,qualifiers,well_name,local_aquafer,depth,lat,long
0,2017-08-11T17:30,minute,5744.34,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
1,2013-06-06T20:45,minute,5745.86,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
2,2015-02-13T22:20,minute,5755.68,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
3,2013-12-17T22:15,minute,5750.82,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
4,2017-02-09T20:50,minute,5757.75,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
5,2011-09-29T19:30,minute,5743.30,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
6,2021-07-21T14:47,minute,5744.92,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
7,2023-12-07T16:21,minute,5734.04,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
8,2016-10-13T18:30,minute,5746.68,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
9,2012-02-17T20:20,minute,5755.46,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
10,2019-11-13T15:57,minute,5751.87,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
11,2014-04-04T19:40,minute,5755.60,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
12,2020-11-12T15:22,minute,5748.31,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
13,2022-02-15T14:55,minute,5749.40,0.10,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
14,2014-10-02T21:00,minute,5746.58,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
15,2021-11-16T15:20,minute,5746.52,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
16,2013-10-25T18:45,minute,5744.36,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
17,2016-02-17T20:10,minute,5761.99,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
18,2022-05-25T13:29,minute,5743.25,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
19,2011-07-29T20:40,minute,5746.87,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
20,2021-03-25T15:11,minute,5756.39,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
21,2024-10-30T15:17,minute,5724.04,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
22,2023-06-08T14:42,minute,5736.86,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
23,2016-12-16T21:20,minute,5753.69,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
24,2024-12-27T16:46,minute,5731.40,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
25,2019-06-20T15:34,minute,5753.84,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
26,2018-08-24T19:33,minute,5740.30,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
27,2015-10-09T19:20,minute,5746.40,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
28,2019-02-27T17:35,minute,5756.44,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
29,2017-06-28T19:30,minute,5748.61,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
30,2012-08-23T21:40,minute,5736.51,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
31,2015-06-04T20:30,minute,5758.91,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
32,2011-03-18T21:50,minute,5754.65,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
33,2023-03-08T15:49,minute,5740.99,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
34,2017-04-14T19:30,minute,5758.52,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
35,2017-10-16T21:35,minute,5746.47,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
36,2016-06-09T18:10,minute,5761.73,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
37,2010-11-23T21:50,minute,5750.48,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
38,2012-10-10T22:20,minute,5738.31,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
39,2010-09-21T21:15,minute,5744.90,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
40,2012-04-05T21:00,minute,5756.32,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
41,2014-02-07T21:30,minute,5753.29,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
42,2025-03-18T15:04,minute,5736.50,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
43,2012-12-07T23:00,minute,5744.19,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
44,2022-12-06T16:26,minute,5736.20,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
45,2013-02-07T22:15,minute,5747.23,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
46,2024-06-27T15:10,minute,5724.54,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
47,2020-07-15T14:42,minute,5743.08,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
48,2011-01-27T21:00,minute,5753.33,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
49,2014-06-05T21:15,minute,5751.23,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
50,2020-03-05T15:32,minute,5759.58,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
51,2014-08-07T21:10,minute,5744.54,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
52,2018-06-14T19:47,minute,5746.19,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
53,2025-08-07T14:07,minute,5718.96,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
54,2025-05-20T16:59,minute,5730.94,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
55,2023-09-29T14:09,minute,5724.75,0.01,"GW level, calib steel tape",['Provisional'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
56,2022-08-04T14:03,minute,5725.81,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
57,2011-05-23T21:10,minute,5754.74,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
58,2013-08-15T21:15,minute,5739.28,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
59,2024-02-22T17:26,minute,5737.94,0.01,"GW level, calib steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
60,2013-04-12T20:50,minute,5750.06,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
0,2022-12-06T16:26,minute,5739.23,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
1,2016-06-09T18:10,minute,5764.76,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
2,2015-02-13T22:20,minute,5758.71,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
3,2017-06-28T19:30,minute,5751.64,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
4,2010-09-21T21:15,minute,5747.93,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
5,2011-01-27T21:00,minute,5756.36,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
6,2011-05-23T21:10,minute,5757.77,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
7,2011-09-29T19:30,minute,5746.33,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
8,2014-10-02T21:00,minute,5749.61,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
9,2016-12-16T21:20,minute,5756.72,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
10,2015-06-04T20:30,minute,5761.94,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
11,2017-04-14T19:30,minute,5761.55,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
12,2010-11-23T21:50,minute,5753.51,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
13,2012-04-05T21:00,minute,5759.35,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
14,2012-12-07T23:00,minute,5747.22,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
15,2024-06-27T15:10,minute,5727.57,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
16,2014-06-05T21:15,minute,5754.26,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
17,2018-06-14T19:47,minute,5749.22,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
18,2023-09-29T14:09,minute,5727.78,0.01,"GW level, calib steel tape",['Provisional'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
19,2013-08-15T21:15,minute,5742.31,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
20,2017-08-11T17:30,minute,5747.37,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
21,2013-12-17T22:15,minute,5753.85,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
22,2021-07-21T14:47,minute,5747.95,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
23,2012-02-17T20:20,minute,5758.49,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
24,2020-11-12T15:22,minute,5751.34,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
25,2021-11-16T15:20,minute,5749.55,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
26,2022-05-25T13:29,minute,5746.28,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
27,2024-10-30T15:17,minute,5727.07,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
28,2024-12-27T16:46,minute,5734.43,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
29,2015-10-09T19:20,minute,5749.43,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
30,2012-08-23T21:40,minute,5739.54,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
31,2019-02-27T17:35,minute,5759.47,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
32,2019-06-20T15:34,minute,5756.87,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
33,2023-06-08T14:42,minute,5739.89,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
34,2011-07-29T20:40,minute,5749.90,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
35,2013-10-25T18:45,minute,5747.39,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
36,2022-02-15T14:55,minute,5752.43,0.10,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
37,2019-11-13T15:57,minute,5754.90,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
38,2023-12-07T16:21,minute,5737.07,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
39,2017-02-09T20:50,minute,5760.78,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
40,2013-06-06T20:45,minute,5748.89,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
41,2024-02-22T17:26,minute,5740.97,0.01,"GW level, calib steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
42,2022-08-04T14:03,minute,5728.84,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
43,2025-08-07T14:07,minute,5721.99,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
44,2020-03-05T15:32,minute,5762.61,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
45,2020-07-15T14:42,minute,5746.11,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
46,2021-03-25T15:11,minute,5759.42,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
47,2014-02-07T21:30,minute,5756.32,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
48,2012-10-10T22:20,minute,5741.34,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
49,2017-10-16T21:35,minute,5749.50,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
50,2011-03-18T21:50,minute,5757.68,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
51,2018-08-24T19:33,minute,5743.33,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
52,2016-02-17T20:10,minute,5765.02,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
53,2016-10-13T18:30,minute,5749.71,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
54,2013-04-12T20:50,minute,5753.09,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
55,2014-08-07T21:10,minute,5747.57,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
56,2025-03-18T15:04,minute,5739.53,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
57,2023-03-08T15:49,minute,5744.02,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
58,2014-04-04T19:40,minute,5758.63,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
59,2013-02-07T22:15,minute,5750.26,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
60,2025-05-20T16:59,minute,5733.97,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
0,2013-06-06T20:45,minute,44.14,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
1,2011-05-23T21:10,minute,35.26,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
2,2013-08-15T21:15,minute,50.72,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
3,2024-02-22T17:26,minute,52.06,0.01,"GW level, calib steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
4,2013-04-12T20:50,minute,39.94,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
5,2023-09-29T14:09,minute,65.25,0.01,"GW level, calib steel tape",['Provisional'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
6,2022-08-04T14:03,minute,64.19,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
7,2021-03-25T15:11,minute,33.61,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
8,2018-06-14T19:47,minute,43.81,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
9,2025-08-07T14:07,minute,71.04,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
10,2011-01-27T21:00,minute,36.67,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
11,2014-06-05T21:15,minute,38.77,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
12,2020-03-05T15:32,minute,30.42,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
13,2014-08-07T21:10,minute,45.46,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
14,2024-06-27T15:10,minute,65.46,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
15,2020-07-15T14:42,minute,46.92,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
16,2016-06-09T18:10,minute,28.27,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
17,2012-12-07T23:00,minute,45.81,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
18,2022-12-06T16:26,minute,53.80,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
19,2010-09-21T21:15,minute,45.10,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
20,2012-04-05T21:00,minute,33.68,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
21,2014-02-07T21:30,minute,36.71,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
22,2025-03-18T15:04,minute,53.50,0.01,"GW level, calib steel tape",['Provisional'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
23,2010-11-23T21:50,minute,39.52,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
24,2012-10-10T22:20,minute,51.69,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
25,2013-02-07T22:15,minute,42.77,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
26,2017-04-14T19:30,minute,31.48,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
27,2017-10-16T21:35,minute,43.53,0.01,"GW level, steel tape",['Approved'],"['Above', 'Pumping']",SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
28,2017-06-28T19:30,minute,41.39,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
29,2015-06-04T20:30,minute,31.09,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
30,2011-03-18T21:50,minute,35.35,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
31,2012-08-23T21:40,minute,53.49,0.01,"GW level, steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
32,2023-03-08T15:49,minute,49.01,0.01,"GW level, calib steel tape",['Approved'],['Static'],SC00606607AAA GRNDAW1F,Dawson Arkose,244.0,39.551,-104.813527777778
